BHK,TYPE,AREA,C_STATUS,SQ_FT,CITY,PRICE
3,Apartment,Balol Nagar Cross Road,Under Construction,1325,Ahmedabad,9849
3,Apartment,Shilaj,Ready to move,1500,Ahmedabad,4000
3,Apartment,Shilaj,Ready to move,1324,Ahmedabad,4758
3,Apartment,Satellite,Ready to move,1620,Ahmedabad,5246
2,Apartment,Vaishnodevi,Under Construction,1355,Ahmedabad,3601
4,Apartment,Mahavir Nagar Society,Under Construction,3200,Ahmedabad,5437
4,Apartment,Sola Village,Under Construction,2810,Ahmedabad,5373
4,Apartment,Sola Village,Under Construction,2810,Ahmedabad,5373
2,Apartment,Ranip,Under Construction,974,Ahmedabad,3059
2,Apartment,South Bopal,Under Construction,1200,Ahmedabad,3200
4,Apartment,Bodakdev,Under Construction,2500,Ahmedabad,8080
2,Apartment,South Bopal,Ready to move,1495,Ahmedabad,2401
2,Apartment,Balol Nagar Cross Road,Under Construction,1069,Ahmedabad,3648
3,Apartment,Shilaj,Ready to move,1500,Ahmedabad,5666
2,Apartment,Vastrapur,Ready to move,1251,Ahmedabad,6874
1,Apartment,Sun City Road,Ready to move,720,Ahmedabad,3750
3,Apartment,ahmedabad rajkot highway,Ready to move,1500,Ahmedabad,4333
2,Apartment,Shilaj,Ready to move,1280,Ahmedabad,3906
4,Apartment,Satellite,Ready to move,3148,Ahmedabad,7623
3,Apartment,South Bopal,Ready to move,1905,Ahmedabad,4724
4,Apartment,Mahavir Nagar Society,Under Construction,2601,Ahmedabad,6689
4,Apartment,Sola Village,Under Construction,2400,Ahmedabad,6291
2,Apartment,Sanand,Ready to move,1170,Ahmedabad,2564
4,Apartment,Prahlad Nagar,Ready to move,3000,Ahmedabad,7000
4,Apartment,Mahavir Nagar Society,Under Construction,2410,Ahmedabad,5975
2,Apartment,Memnagar,Ready to move,1008,Ahmedabad,4464
2,Apartment,Bodakdev,Ready to move,990,Ahmedabad,6060
2,Apartment,Near Nirma University On SG Highway,Ready to move,1100,Ahmedabad,3863
2,Independent Floor,Ranip,Ready to move,810,Ahmedabad,6172
2,Apartment,Motera,Ready to move,1060,Ahmedabad,3443
3,Apartment,Prahlad Nagar,Ready to move,1125,Ahmedabad,5333
3,Apartment,Near Nirma University On SG Highway,Ready to move,1775,Ahmedabad,3800
3,Apartment,Gota,Ready to move,2025,Ahmedabad,4345
4,Apartment,Near Nirma University On SG Highway,Ready to move,3650,Ahmedabad,4657
5,Penthouse,Near Vaishno Devi Circle On SG Highway,Ready to move,6440,Ahmedabad,5031
3,Apartment,Shela,Ready to move,1709,Ahmedabad,3803
5,Penthouse,Near Vaishno Devi Circle On SG Highway,Ready to move,6120,Ahmedabad,4869
3,Apartment,Gota,Ready to move,1850,Ahmedabad,4054
2,Apartment,Gota,Ready to move,1080,Ahmedabad,4166
2,Apartment,Near Nirma University On SG Highway,Ready to move,930,Ahmedabad,3655
3,Apartment,Bopal,Ready to move,2450,Ahmedabad,6938
5,Penthouse,Near Nirma University On SG Highway,Ready to move,6440,Ahmedabad,5046
2,Apartment,Ghatlodiya,Ready to move,1080,Ahmedabad,3240
4,Villa,Sindhu Bhavan Marg,Ready to move,7000,Ahmedabad,11285
4,Apartment,Thaltej,Ready to move,3200,Ahmedabad,6562
3,Apartment,Thaltej,Ready to move,2202,Ahmedabad,6902
3,Apartment,Thaltej,Ready to move,1900,Ahmedabad,7421
5,Penthouse,Near Nirma University On SG Highway,Ready to move,6119,Ahmedabad,4870
2,Apartment,Ghatlodia,Ready to move,1980,Ahmedabad,2676
2,Apartment,Near Vaishno Devi Circle On SG Highway,Under Construction,1145,Ahmedabad,4017
3,Apartment,Near Vaishno Devi Circle On SG Highway,Ready to move,1850,Ahmedabad,3900
2,Apartment,Near Vaishno Devi Circle On SG Highway,Ready to move,1080,Ahmedabad,4444
3,Apartment,Navrangpura,Ready to move,1926,Ahmedabad,6593
4,Apartment,Near Nirma University On SG Highway,Ready to move,3780,Ahmedabad,4656
3,Apartment,Near Nirma University On SG Highway,Ready to move,1815,Ahmedabad,3900
3,Independent House,Ghodasar Canal Road,Ready to move,600,Ahmedabad,4000
4,Villa,SP Ring Road,Ready to move,5940,Ahmedabad,5738
1,Apartment,Prahlad Nagar,Ready to move,630,Ahmedabad,4761
3,Apartment,Bopal,Ready to move,1880,Ahmedabad,3300
2,Apartment,Bopal,Ready to move,1285,Ahmedabad,3299
5,Independent House,Paldi,Ready to move,2880,Ahmedabad,1215
3,Apartment,Near Vaishno Devi Circle On SG Highway,Ready to move,1815,Ahmedabad,3900
3,Apartment,Gota,Ready to move,1710,Ahmedabad,3859
2,Apartment,Gota,Ready to move,1125,Ahmedabad,4044
4,Apartment,Gota,Ready to move,3381,Ahmedabad,4643
4,Apartment,Near Vaishno Devi Circle On SG Highway,Ready to move,3250,Ahmedabad,3846
3,Apartment,Near Vaishno Devi Circle On SG Highway,Ready to move,2433,Ahmedabad,3740
5,Apartment,Iscon Ambli Road,Ready to move,6000,Ahmedabad,7000
3,Independent House,Sindhu Bhavan Marg,Ready to move,3000,Ahmedabad,13166
3,Penthouse,South Bopal,Ready to move,1440,Ahmedabad,4513
3,Apartment,Vastrapur,Ready to move,1665,Ahmedabad,6126
3,Apartment,Bodakdev,Ready to move,1665,Ahmedabad,5525
1,Apartment,Chandkheda,Ready to move,774,Ahmedabad,2583
4,Apartment,Near Nirma University On SG Highway,Ready to move,3650,Ahmedabad,3869
4,Villa,Shela,Under Construction,3105,Ahmedabad,5782
4,Apartment,Near Nirma University On SG Highway,Ready to move,3250,Ahmedabad,3846
4,Apartment,Near Nirma University On SG Highway,Ready to move,2510,Ahmedabad,4302
4,Apartment,Satellite,Ready to move,3600,Ahmedabad,5861
3,Independent House,Ghatlodiya,Ready to move,3870,Ahmedabad,8397
3,Villa,Ghuma Bopal Road,Ready to move,2250,Ahmedabad,4888
2,Apartment,Isanpur,Ready to move,500,Ahmedabad,8000
4,Villa,Science City,Ready to move,4320,Ahmedabad,11921
3,Apartment,Motera,Ready to move,2088,Ahmedabad,3975
3,Apartment,Motera,Ready to move,1400,Ahmedabad,4000
3,Apartment,Motera,Ready to move,1500,Ahmedabad,3666
3,Apartment,Motera,Ready to move,2250,Ahmedabad,5200
5,Villa,Science City,Ready to move,2610,Ahmedabad,9578
4,Villa,Thaltej,Ready to move,2475,Ahmedabad,10020
4,Apartment,Vaishnodevi,Ready to move,3220,Ahmedabad,4347
3,Independent House,Bopal Road,Ready to move,2160,Ahmedabad,3842
2,Apartment,South Bopal,Ready to move,1050,Ahmedabad,3809
2,Apartment,South Bopal,Ready to move,1170,Ahmedabad,4273
2,Apartment,Shyamal Satellite,Ready to move,1080,Ahmedabad,4629
4,Villa,BopalGhuma Road,Ready to move,2520,Ahmedabad,2777
3,Apartment,South Bopal,Ready to move,1575,Ahmedabad,4444
3,Apartment,Satellite,Ready to move,1350,Ahmedabad,5185
3,Apartment,South Bopal,Ready to move,1885,Ahmedabad,4509
4,Independent House,Bopal,Ready to move,1800,Ahmedabad,5277
3,Apartment,Gota,Ready to move,1890,Ahmedabad,4285
2,Apartment,New Ranip,Ready to move,945,Ahmedabad,3703
2,Apartment,Maninagar,Ready to move,1170,Ahmedabad,3846
2,Independent House,Vastral,Ready to move,792,Ahmedabad,3409
2,Apartment,Motera,Ready to move,1200,Ahmedabad,3333
2,Apartment,Maninagar,Ready to move,1086,Ahmedabad,4470
4,Apartment,Near Vaishno Devi Circle On SG Highway,Ready to move,3650,Ahmedabad,4246
2,Apartment,Satellite,Ready to move,1305,Ahmedabad,5210
2,Apartment,Usman Pura,Ready to move,1170,Ahmedabad,4358
3,Apartment,Shela,Ready to move,1443,Ahmedabad,2633
3,Villa,Dholera,Under Construction,1800,Ahmedabad,2000
2,Apartment,Gota,Ready to move,1350,Ahmedabad,3185
1,Apartment,Ghatlodia Road,Ready to move,675,Ahmedabad,4000
4,Apartment,Shela,Under Construction,3538,Ahmedabad,4199
5,Apartment,Shela,Under Construction,4508,Ahmedabad,4199
5,Apartment,SP Ring Road,Under Construction,4508,Ahmedabad,4199
4,Apartment,South Bopal,Under Construction,3538,Ahmedabad,4199
5,Apartment,South Bopal,Under Construction,4508,Ahmedabad,4199
4,Apartment,South Bopal,Under Construction,3538,Ahmedabad,4199
3,Apartment,SP Ring Road,Ready to move,1440,Ahmedabad,3454
3,Apartment,South Bopal,Ready to move,1521,Ahmedabad,4898
3,Apartment,South Bopal,Ready to move,1503,Ahmedabad,4890
3,Apartment,South Bopal,Under Construction,1450,Ahmedabad,3200
5,Villa,South Bopal,Under Construction,3375,Ahmedabad,7962
5,Villa,SP Ring Road,Under Construction,3375,Ahmedabad,7962
4,Penthouse,Vaishnodevi,Ready to move,2735,Ahmedabad,4678
3,Apartment,Near Nirma University On SG Highway,Ready to move,1482,Ahmedabad,4251
3,Apartment,Satellite,Ready to move,1985,Ahmedabad,7000
3,Apartment,Satellite,Ready to move,1974,Ahmedabad,7000
3,Apartment,Bopal,Under Construction,1450,Ahmedabad,3738
2,Apartment,Bopal,Under Construction,1230,Ahmedabad,3537
3,Apartment,Navrangpura,Ready to move,2259,Ahmedabad,6684
3,Apartment,Thaltej,Ready to move,1700,Ahmedabad,5111
3,Apartment,S G Highway,Under Construction,1890,Ahmedabad,3649
3,Apartment,SP Ring Road,Ready to move,1503,Ahmedabad,4890
3,Apartment,Shela,Ready to move,1521,Ahmedabad,4898
4,Apartment,IIM Road,Ready to move,2727,Ahmedabad,6197
3,Apartment,SP Ring Road,Ready to move,1521,Ahmedabad,4898
2,Apartment,New Ranip,Ready to move,990,Ahmedabad,3232
4,Villa,Thaltej,Ready to move,4500,Ahmedabad,16666
5,Villa,Ashok Vatika,Ready to move,4500,Ahmedabad,16666
4,Apartment,Bodakdev,Ready to move,4150,Ahmedabad,9903
4,Villa,baghban party plot,Ready to move,7020,Ahmedabad,13960
4,Apartment,Bodakdev,Ready to move,3500,Ahmedabad,6428
3,Apartment,South Bopal,Under Construction,1440,Ahmedabad,4166
4,Apartment,Near Nirma University On SG Highway,Ready to move,3250,Ahmedabad,4861
4,Penthouse,SP Ring Road,Ready to move,2754,Ahmedabad,3299
4,Apartment,Near Vaishno Devi Circle On SG Highway,Ready to move,3650,Ahmedabad,3869
4,Apartment,Near Vaishno Devi Circle On SG Highway,Ready to move,3640,Ahmedabad,4450
3,Apartment,Vaishnodevi,Ready to move,2280,Ahmedabad,3947
4,Villa,SP Ring Road,Ready to move,4419,Ahmedabad,5751
4,Apartment,Gota,Ready to move,2211,Ahmedabad,4296
2,Villa,Koba,Ready to move,1800,Ahmedabad,3611
3,Apartment,gota SG higway,Ready to move,1791,Ahmedabad,4243
2,Apartment,Anjali Cross Road,Ready to move,1000,Ahmedabad,5000
3,Apartment,Chandkheda,Ready to move,2052,Ahmedabad,4142
2,Apartment,Vejalpur,Ready to move,1098,Ahmedabad,3187
1,Apartment,Bopal,Ready to move,558,Ahmedabad,4121
4,Independent House,South Bopal,Ready to move,2700,Ahmedabad,5555
5,Independent House,Thaltej,Ready to move,1665,Ahmedabad,8108
2,Apartment,South Bopal,Ready to move,1280,Ahmedabad,4296
3,Apartment,Bopal,Ready to move,2285,Ahmedabad,4157
4,Independent House,Bopal,Ready to move,2250,Ahmedabad,3333
4,Independent House,Bopal,Ready to move,2340,Ahmedabad,7478
3,Independent House,Bopal,Ready to move,2277,Ahmedabad,4391
4,Independent House,Bopal,Ready to move,1980,Ahmedabad,7575
3,Apartment,Navrangpura,Ready to move,1638,Ahmedabad,4761
2,Apartment,Makarba,Ready to move,1170,Ahmedabad,4017
3,Independent House,Bopal,Ready to move,1440,Ahmedabad,4513
3,Apartment,Sattadhar Cross Road,Ready to move,1620,Ahmedabad,4444
2,Apartment,South Bopal,Ready to move,1280,Ahmedabad,4296
2,Apartment,Gota,Ready to move,1359,Ahmedabad,4415
2,Independent Floor,Shilaj,Ready to move,1260,Ahmedabad,3650
2,Apartment,Thaltej,Ready to move,1170,Ahmedabad,4957
2,Apartment,Near Nirma University On SG Highway,Ready to move,1300,Ahmedabad,3461
3,Apartment,Shela,Ready to move,1709,Ahmedabad,4681
3,Villa,Ghuma,Ready to move,1800,Ahmedabad,3333
4,Villa,SP Ring Road,Under Construction,2430,Ahmedabad,8261
4,Apartment,Gota,Ready to move,3640,Ahmedabad,4450
4,Apartment,Gota,Ready to move,3550,Ahmedabad,4169
2,Apartment,Near Nirma University On SG Highway,Under Construction,1164,Ahmedabad,4209
2,Apartment,Near Nirma University On SG Highway,Under Construction,1025,Ahmedabad,3414
2,Apartment,Near Nirma University On SG Highway,Under Construction,1040,Ahmedabad,4313
3,Apartment,Near Nirma University On SG Highway,Under Construction,1480,Ahmedabad,4054
2,Apartment,Near Nirma University On SG Highway,Under Construction,1248,Ahmedabad,4246
2,Apartment,Sola,Ready to move,750,Ahmedabad,4266
5,Villa,Near Nirma University On SG Highway,Ready to move,7965,Ahmedabad,10671
3,Penthouse,S G Highway,Ready to move,1838,Ahmedabad,4684
2,Apartment,South Bopal,Under Construction,1240,Ahmedabad,3200
3,Apartment,Paldi,Under Construction,2160,Ahmedabad,6018
2,Apartment,Gota,Under Construction,1248,Ahmedabad,4246
2,Apartment,Jagatpur,Under Construction,1164,Ahmedabad,4209
2,Apartment,Gota,Under Construction,1112,Ahmedabad,3956
2,Apartment,Jagatpur,Under Construction,1000,Ahmedabad,3680
2,Apartment,Gota,Under Construction,1025,Ahmedabad,3414
2,Apartment,Jagatpur,Under Construction,1024,Ahmedabad,4380
3,Apartment,Jagatpur,Under Construction,1541,Ahmedabad,4088
3,Apartment,Jagatpur,Under Construction,1553,Ahmedabad,4185
3,Apartment,Vaishnodevi,Ready to move,1815,Ahmedabad,3899
3,Apartment,Vaishnodevi,Ready to move,1775,Ahmedabad,3800
2,Apartment,Jagatpur,Under Construction,1110,Ahmedabad,3963
2,Apartment,Shela,Under Construction,1195,Ahmedabad,3200
4,Apartment,Gurukul,Under Construction,3230,Ahmedabad,5500
3,Apartment,Gurukul,Under Construction,2230,Ahmedabad,5500
3,Apartment,Ambawadi Road,Ready to move,1755,Ahmedabad,4729
4,Villa,Shantipura,Ready to move,3618,Ahmedabad,8291
2,Apartment,Ghuma,Under Construction,971,Ahmedabad,3513
2,Apartment,SP Ring Road,Under Construction,1096,Ahmedabad,3969
2,Apartment,Shela,Under Construction,1240,Ahmedabad,3200
4,Villa,Shela,Under Construction,3060,Ahmedabad,5065
4,Villa,Shela,Under Construction,3825,Ahmedabad,5248
5,Villa,Shela,Under Construction,4950,Ahmedabad,5429
5,Apartment,Ambli Bopal Road,Ready to move,6000,Ahmedabad,7500
5,Apartment,Iscon Ambli Road,Ready to move,6000,Ahmedabad,7500
4,Penthouse,Jagatpur,Under Construction,3132,Ahmedabad,3649
3,Apartment,Jagatpur,Under Construction,2133,Ahmedabad,3649
2,Apartment,Shela,Under Construction,1175,Ahmedabad,3200
2,Apartment,Shela,Under Construction,1135,Ahmedabad,3200
4,Penthouse,Gota,Ready to move,4734,Ahmedabad,3843
4,Apartment,Gota,Ready to move,3780,Ahmedabad,4444
4,Apartment,Gota,Ready to move,3650,Ahmedabad,3869
4,Apartment,Gota,Ready to move,3640,Ahmedabad,4450
4,Apartment,Gota,Ready to move,3550,Ahmedabad,4169
4,Penthouse,Drive in Rd,Under Construction,3390,Ahmedabad,7020
4,Penthouse,Jagatpur,Under Construction,3132,Ahmedabad,3649
3,Apartment,Jagatpur,Under Construction,2133,Ahmedabad,3649
2,Apartment,Shela,Under Construction,1175,Ahmedabad,3200
2,Apartment,Shela,Under Construction,1135,Ahmedabad,3200
2,Apartment,Gota,Under Construction,958,Ahmedabad,3340
2,Apartment,gota SG higway,Under Construction,958,Ahmedabad,3862
2,Apartment,Gota,Under Construction,958,Ahmedabad,3131
2,Apartment,Jagatpur,Under Construction,958,Ahmedabad,3340
2,Apartment,Jagatpur,Under Construction,958,Ahmedabad,3862
2,Apartment,Jagatpur,Under Construction,958,Ahmedabad,3131
1,Apartment,Near Nirma University On SG Highway,Under Construction,958,Ahmedabad,3340
1,Apartment,Near Nirma University On SG Highway,Under Construction,958,Ahmedabad,3131
4,Apartment,Vastrapur,Under Construction,3230,Ahmedabad,5500
5,Villa,Near Vaishno Devi Circle On SG Highway,Ready to move,9500,Ahmedabad,9404
3,Apartment,Vastrapur,Under Construction,1815,Ahmedabad,6164
4,Apartment,Vastrapur,Under Construction,3230,Ahmedabad,5500
4,Villa,Shela,Under Construction,3060,Ahmedabad,5065
4,Villa,Shela,Under Construction,3825,Ahmedabad,5248
5,Villa,Shela,Under Construction,4950,Ahmedabad,5429
3,Apartment,Vaishnodevi,Ready to move,2280,Ahmedabad,3900
3,Apartment,Vaishnodevi,Ready to move,1815,Ahmedabad,3899
3,Apartment,Vaishnodevi,Ready to move,1775,Ahmedabad,3800
3,Apartment,Shilaj,Under Construction,1550,Ahmedabad,3806
2,Apartment,SP Ring Road,Under Construction,1096,Ahmedabad,3969
2,Apartment,Shela,Under Construction,1240,Ahmedabad,3200
3,Apartment,Gurukul,Ready to move,1385,Ahmedabad,5000
2,Apartment,Gota,Under Construction,1040,Ahmedabad,4313
4,Apartment,Near Vaishno Devi Circle On SG Highway,Ready to move,3550,Ahmedabad,4084
4,Apartment,Near Vaishno Devi Circle On SG Highway,Ready to move,3220,Ahmedabad,4347
3,Apartment,Near Vaishno Devi Circle On SG Highway,Ready to move,2280,Ahmedabad,3947
3,Apartment,Near Vaishno Devi Circle On SG Highway,Ready to move,1850,Ahmedabad,4054
2,Apartment,Near Vaishno Devi Circle On SG Highway,Ready to move,1350,Ahmedabad,4000
2,Apartment,Near Vaishno Devi Circle On SG Highway,Ready to move,1080,Ahmedabad,4166
3,Apartment,Near Nirma University On SG Highway,Ready to move,1905,Ahmedabad,4724
4,Apartment,Near Vaishno Devi Circle On SG Highway,Ready to move,3550,Ahmedabad,4084
4,Apartment,Near Vaishno Devi Circle On SG Highway,Ready to move,3220,Ahmedabad,4347
3,Apartment,Near Vaishno Devi Circle On SG Highway,Ready to move,2280,Ahmedabad,3947
3,Apartment,Near Vaishno Devi Circle On SG Highway,Ready to move,1850,Ahmedabad,4054
2,Apartment,Near Vaishno Devi Circle On SG Highway,Ready to move,1350,Ahmedabad,4000
2,Apartment,Near Vaishno Devi Circle On SG Highway,Ready to move,1080,Ahmedabad,4166
3,Apartment,Near Nirma University On SG Highway,Ready to move,1905,Ahmedabad,4724
2,Apartment,Shela,Ready to move,1285,Ahmedabad,3299
4,Apartment,Near Vaishno Devi Circle On SG Highway,Ready to move,3650,Ahmedabad,4109
4,Apartment,Gota,Ready to move,3780,Ahmedabad,4100
4,Apartment,Vaishnodevi,Ready to move,3650,Ahmedabad,4109
3,Apartment,Vaishnodevi,Ready to move,1905,Ahmedabad,4724
4,Apartment,Prahlad Nagar,Ready to move,2885,Ahmedabad,5615
3,Apartment,Jagatpur,Under Construction,1872,Ahmedabad,3722
3,Apartment,S G Highway,Under Construction,1854,Ahmedabad,3723
4,Apartment,Makarba,Ready to move,2940,Ahmedabad,5612
4,Apartment,Makarba,Ready to move,2885,Ahmedabad,5615
4,Apartment,Makarba,Ready to move,2750,Ahmedabad,5600
4,Apartment,Corporate Road,Ready to move,2940,Ahmedabad,5612
4,Apartment,Corporate Road,Ready to move,2885,Ahmedabad,5615
4,Apartment,Corporate Road,Ready to move,2750,Ahmedabad,5600
4,Apartment,Vaishnodevi,Ready to move,3780,Ahmedabad,4100
4,Apartment,Gota,Ready to move,3650,Ahmedabad,4109
4,Apartment,Vaishnodevi,Ready to move,3550,Ahmedabad,4084
4,Apartment,Gota,Ready to move,3220,Ahmedabad,4347
3,Apartment,S G Highway,Under Construction,1872,Ahmedabad,3722
3,Apartment,Jagatpur,Under Construction,1854,Ahmedabad,3721
3,Apartment,Near Vaishno Devi Circle On SG Highway,Ready to move,1851,Ahmedabad,3889
2,Apartment,S G Highway,Ready to move,1300,Ahmedabad,3769
2,Apartment,Satellite,Ready to move,900,Ahmedabad,4888
4,Independent House,Ghuma Bopal Road,Under Construction,2430,Ahmedabad,3086
4,Independent House,Ghuma,Under Construction,2430,Ahmedabad,3086
1,Apartment,Nikol,Ready to move,500,Ahmedabad,4000
1,Apartment,Ranip,Ready to move,720,Ahmedabad,2152
2,Apartment,Vastral,Ready to move,1250,Ahmedabad,2800
2,Apartment,Maninagar,Ready to move,1100,Ahmedabad,2727
3,Apartment,Drive in Rd,Ready to move,1845,Ahmedabad,6200
2,Apartment,Vaishnodevi,Ready to move,1145,Ahmedabad,4366
2,Penthouse,Satellite,Ready to move,900,Ahmedabad,6777
5,Villa,Maninagar,Ready to move,2925,Ahmedabad,11282
3,Independent Floor,Near Vaishno Devi Circle On SG Highway,Ready to move,1854,Ahmedabad,4207
3,Penthouse,S G Highway,Ready to move,1994,Ahmedabad,4663
3,Apartment,Prahlad Nagar,Ready to move,3000,Ahmedabad,6666
3,Apartment,Satellite,Ready to move,2181,Ahmedabad,7000
3,Apartment,Satellite,Ready to move,2244,Ahmedabad,7000
3,Apartment,Shela,Ready to move,1880,Ahmedabad,3300
4,Apartment,Gota,Ready to move,3550,Ahmedabad,4084
3,Apartment,Ambli,Ready to move,2000,Ahmedabad,6000
3,Apartment,Ambli Bopal Road,Ready to move,2000,Ahmedabad,6000
3,Apartment,Surdhara Circle,Ready to move,2394,Ahmedabad,6299
3,Independent Floor,Ambavadi,Ready to move,2115,Ahmedabad,5437
4,Villa,Bodakdev Road,Ready to move,2250,Ahmedabad,8888
3,Apartment,Vasna,Under Construction,1575,Ahmedabad,4920
2,Apartment,Vasna,Under Construction,1098,Ahmedabad,4990
3,Apartment,navarangpura Road,Ready to move,1935,Ahmedabad,6614
4,Villa,Bopal,Ready to move,2070,Ahmedabad,5797
3,Apartment,S G Highway,Ready to move,1575,Ahmedabad,3936
2,Apartment,Near Nirma University On SG Highway,Ready to move,1420,Ahmedabad,3239
2,Apartment,Near Vaishno Devi Circle On SG Highway,Ready to move,1060,Ahmedabad,3573
4,Villa,Shantipura,Ready to move,2142,Ahmedabad,7469
3,Villa,Kotarpur,Ready to move,1350,Ahmedabad,3333
2,Apartment,Ranip,Ready to move,810,Ahmedabad,3518
